start	end	text
0	7600	Can anyone recognize that?
7600	8600	Can you recognize that?
8600	16600	We do like a world's wall though of like things to look for on my back.
16600	22000	Oh, you want to read the quote?
22000	23000	Yep.
23000	26640	Oh, Monty Python, you got it.
26640	33960	The killer rabbit with sharp pointy things like this.
33960	40000	Some call me Tim, Tim.
40000	50120	When I let go of what I am, I become what I might be loud too, loud too, loud too.
50120	54400	That's my wife's, what time is it?
54400	56320	It is, oh my God, we're late.
56320	57320	We're late.
57320	58320	We're kind of late.
58320	60840	I need to start my pomo and all that jazz.
60840	62840	Can I finish my coffee first?
62840	64340	How many have we got here?
64340	65340	I don't even know.
65340	69360	I don't have my counters on the screen like I usually do.
69360	73480	I am so discombobulated because I came back from that run.
73480	79360	Also Hacker Music Yoga is on, I'm going to leave the music on for just a bit more.
79360	83200	When the music goes off, that means we're actually down for Bidnath.
83200	86080	We're going to get ready for Bidnath.
86080	89680	But I'm going to keep my draw diagrams on there because I might be able to use that.
89680	90680	What else?
90680	96640	I've got Anton running, I've got No Albs running, I've got the Discord running.
96640	99600	What else do I need?
99600	101920	Wait, wait.
101920	102920	Website.
102920	108800	Okay, let me grab a new web window and put this over here so I can do stuff.
108800	111640	All right, boosters or whatever we're going to call you.
111640	112640	I don't even know.
112640	114360	RWXers, what should we call you?
114360	116000	What should we call you?
116000	119080	Okay, what's your name?
119080	127040	I don't like skill stackers, that's like weird too, there's like another thing.
127040	129160	We're on the same page.
129160	130160	Boosties.
130160	136800	That should be my swag.
136800	144720	My swag should be boosties, manziers and boosties.
144720	147000	You notice this channel's rated M, right?
147000	150880	For the next four hours I'm going to be trying really, really hard to have you rated M, but
150880	154400	for the most part that mature rating is there for a reason.
154400	155400	You've been warned.
155400	156400	You've been warned.
156400	159480	That's all I have to say about it.
