start	end	text
0	3680	Bienvenue à la grande simplification.
3680	9120	I'd like to welcome to the show Jean-Marc Giancovici.
9120	13600	Jean-Marc is a French engineering consultant, professor,
13600	16160	author, and independent columnist.
16160	18720	He is very well known in France.
18720	22000	He's been working at the intersection of climate, energy,
22000	25120	and economics for over 20 years.
25120	30240	He's the co-founder and associate at the Carbone 4 consultancy firm,
30240	33280	as well as the founding president of the Think Tank,
33280	35280	the SHIFT project.
35280	41360	This was a weird conversation because I have never watched until a few hours
41360	46000	before this any of his work, and he's never watched any of my work.
46000	52640	And we're saying almost the same things, which to me is a robust finding.
52640	55760	And I hope to collaborate with Jean-Marc in the future.
55760	58640	Please welcome Jean-Marc Giancovici.
70560	73280	Jean-Marc, good to see you. Welcome to the program.
74640	75200	Good morning.
75200	76400	Oh, good afternoon. I just know.
77920	80640	It is almost, almost afternoon here.
80640	82160	You are seven hours ahead of me.
82720	87760	So you and I have been sharing similar stories and viewpoints.
88480	91360	From what I understand, the past two decades,
91360	93680	a lot of people have told me about your work.
93680	97840	It was only this morning that I watched one of your English videos.
98560	101760	So could you start us off by, in your own words,
102400	108160	give us kind of a long elevator pitch of how you see the human situation
108160	113280	with respect to energy, climate, systems, oil depletion, etc.
113280	114560	What's the big picture?
114560	118480	Well, actually, the big picture goes back to two centuries in rough figures.
119520	122560	The reason why we're today able to talk together,
123280	125760	even though we are thousands of miles apart,
127120	131120	and we all have a computer, and we all have plenty of food to eat,
131120	133360	and we all have a big house, and we all have
133680	139200	a means to move around, for actually not a lot of money,
140240	141360	is called fossil fuels.
142400	145200	What happened to humanity for the last two centuries
145200	148720	is that thanks to fossil fuels and thanks to machines
148720	151360	that were put in motion by these fossil fuels,
151360	157760	we have progressively replaced hard human labor by easy,
157760	161280	so to say human labor, which consists in giving orders to machines,
162240	164480	that plant and harvest the crops for us,
166960	170000	plant and harvest cotton and need clothes for us.
171760	176560	We have machines that move us around, manufacture the billions of goods
176560	178960	that we can now purchase in stores.
180000	185440	We have all these machines that fly, sail, move around, etc.
185440	188320	We have the machines that build our homes, etc.
189200	191040	Basically, we live in a world of machines,
191600	196480	and the conclusion to which I've come, I would say,
196480	201520	during the last 20 years, is that what freed the 19th and 20th centuries
203200	206640	actually bears a very simple name, coal, oil and gas,
206640	209840	and the internal combustion engine and the steam machine.
209840	213120	Basically, that's what happened to humanity for the last two centuries.
214080	217280	Thanks to our thanks, or no thanks, I don't know, to fossil fuels,
218240	222640	the number of people on earth grew from 1 billion to 8 billion.
222640	229200	Life expectancy at birth went from, let's say, a little bit under 30 in 1800
229200	233760	to the world average is probably around 65 today.
234720	238080	Even in India, life expectancy at birth is over 70,
239360	245520	so we have, again, all the material goods that we have today
246240	247520	is due to fossil fuels.
248320	256000	This has also framed the geography and, I would say, settlements of people,
257200	262240	as it is no longer necessary to have people in the fields growing fruit.
263040	268960	We have progressively shifted to industrial, then office jobs,
268960	274720	or tertiary jobs, so to say, that we have in cities.
275520	282240	We progressively went to a type of settlement where most people live in cities,
282240	284560	and actually you can observe that everywhere in the world,
284560	287760	the more energy per capita you have and the more people live in cities.
291680	299680	The modern urban world with people working in offices or in commercial buildings,
300640	307680	living at home and owning a car is basically the way of living that you have everywhere
308720	310640	when abundant energy comes in.
311440	313200	It's basically what happened everywhere.
314240	316960	And, of course, this comes with the price.
318240	324160	Actually, the first price that it comes with is that all these fossil fuels have changed the
324240	329920	composition of the atmosphere through their burning, and it has increased a natural effect
329920	335840	called the greenhouse effect that was discovered by a French two centuries ago, Joseph Fourier,
336640	337840	in 1824.
338960	345520	And this greenhouse effect is being increased or enhanced by all the extra CO2 that we pour
345520	349840	into the atmosphere, knowing that the CO2 is a very stable molecule because it's an oxide,
349840	352400	and oxides are very stable chemical compounds.
353360	358640	And it leads to a change of the climate system, a climate drift, so to say,
359600	361600	which is going to be an increasing burden.
362640	368400	And the other price that we have to pay is that all this, I would say, industrial civilization
369680	377440	rests on non-renewable resources that we have to use and destroy when we use them
377680	383760	more and more, fossil fuels, they need, we destroy them when we use them, but also metals.
384320	389040	Today, our modern civilization needs all the metals that we have found on Earth.
390000	395760	The computer that I'm using right now and that you are using right now needs 40 to 60 different
395760	397040	metals to be manufactured.
397040	409520	So the civilization that we have built is increasingly complex and dependent on
409520	411760	non-natural resources that can be depleted.
413360	418640	So the two main challenges, I would say, the two main global limits that we face today
418640	424160	is a global limit regarding the environment that cannot accept all the waste that we pour
424160	432560	into it, CO2 being one of it, being one of the, I would say, the best documented and addressed
432560	442000	today, but there are many more, and an upstream bottleneck on non-renewable resources that we
442000	443440	would like to have more and more.
443440	445360	And it's not sure that we will have more.
446000	450080	Actually regarding oil, it's almost sure that we will not have more and more.
450080	451920	And in a couple of years, we will have less and less.
452640	453840	Globally speaking, in the world.
455520	456960	So that's the challenge we address.
457520	462720	And one of the difficulties that comes with it is that very few people understand the challenge
463360	468480	because it is not something that you can get through the most common indicator that we use
469920	471200	every day, which is money.
472640	480240	The challenge that I just evoked is not embedded into current prices because basically
480240	481840	natural assets have no price.
483120	486640	And so we cannot realize that there is a challenge through prices.
487760	492560	But it happens that the only quantitative indicator that we use every day is money.
494800	496720	You don't take your block pressure every day.
496720	500320	You don't measure the amount of CO2 that you put into the air every day.
500320	503600	You don't measure the mass of copper that you use every day.
503600	505920	I mean, the only thing that you count every day is money, basically.
506880	511840	And so the difficulty is that as the challenge is not embedded into prices,
513120	520000	it is very difficult for people that have not devoted their life to studying the challenge,
520000	523840	as I have done, to understand it easily.
524720	528720	Magnifique, that was a better summary than I've ever done, I think,
528720	530480	even though we're telling the same story.
531040	536640	When was your red pill moment, Jean-Marc, when you first realized how central that
536640	543520	energy was to the entire civilization and our expectations and everything?
543520	546320	Actually, I had a collection of red pills, of small red pills.
548880	553440	My first red pill was when I realized the magnitude of the challenge regarding climate change.
554960	559280	Actually, historically, I came to climate change before coming to energy.
561040	568560	The way I got my revelation, so to say, is that at the end of the 90s,
569680	578480	I was working in the telecommunication sector, and it was the time where the operators were
578480	581600	very excited by the idea of developing remote activities.
581600	587680	It was the beginning of telework, remote learning, and all these things.
588640	594960	And I was as a basic consultant during business plans for the main French operator
594960	599040	in telecommunications, Orange, today, at the time it was France Telecom,
600720	604640	and studying the fact, well, looking at the fact that
606160	612560	home offices could spare people moving or could spare car commuting.
612880	621360	I came across the word greenhouse gases, and I asked myself, what is that?
622560	626080	So I began looking, so that was my first red pill moment.
626880	631600	I understood that we were changing the composition of the atmosphere, and that it could,
632320	636480	I would say, trigger a change of climate era in one century.
637440	642400	Whereas in the past, it was done in 10,000 years with people able to move around,
642400	644400	which is not the case today, because we have settled.
646800	655600	My second red pill moment was when I tried to understand what was causing this,
655600	660400	and the link between the way we live and energy.
661040	665360	And my second red pill moment was when I realized that actually,
665360	674080	energy or the increase of energy supply had been the main driver over a century, say,
675360	677440	that frayed all the countries in the world.
678000	683200	Basically, you give machines to a country, and the evolution is always the same.
683200	686560	People leave the fields, go to factories, then to sit, then to offices,
687120	688080	live in cities.
688080	691760	They are purchasing power increases, they get retirement, they get long studies,
691760	696560	they get vacations, they get their weekends, they work less in the week, they vote.
697280	699840	I mean, everything came in with energy.
701040	704560	And that was my second red pill moment, because then I asked myself,
705760	710000	where will the world go the day we have less and less energy?
710720	716000	Will we keep democracies, or will we have rights everywhere and social unrest?
717120	719840	Which is unfortunately happening here and there more and more.
721680	726480	Will we keep peace, or is something that won't happen?
726480	734480	How are we going to, in a way, become sober without the whole society collapsing?
737280	743520	I still haven't the complete answer, but that was my second red pill moment.
743520	747760	Then I had another red pill moment when I realized the way democracies operate.
749360	754560	And I realized that a fast reaction to that issue would not happen.
756400	758640	That was, I would say, a third red pill moment.
758640	763040	So I had at least three, and maybe through our discussion, I will discover that I have more.
763600	766320	Yeah, the room is full of red pills.
766320	769360	We actually have so much in common on how we see this.
769920	775280	So if I was an economist or a world leader listening to your summary,
776160	783680	I might say, yes, but it's technology that caused all the increase in population and the increase in
784240	789760	wealth and services and the increase in city and retirement and vacation.
789760	791760	It's human innovation that caused it.
792720	795520	Do you encounter that pushback, and how do you respond to it?
795840	804480	Well, it's an easy answer, because actually, to spread technology, you basically have to spread the
804480	807200	objects that embed the technology.
807200	813680	So you have to manufacture plenty of objects, and manufacturing plenty of objects per the name,
813680	819040	which is energy, because you need plenty of energy into the industrial system.
820320	822240	I can put it the other way around.
822240	826720	Tomorrow morning, you don't have much energy, and you can't manufacture cars anymore.
827920	832720	Even if you have brilliant engineers, how do you spread technical progress in cars?
832720	835120	If you can't manufacture cars, obviously you can't.
835920	840800	And if you can't manufacture cars that people can't use, because there is no energy to use the cars,
840800	843840	how do you spread technical progress in cars?
843840	844240	You can't.
844880	851360	So it's very easy to explain that actually spreading technical, finding something which is new
851360	852560	doesn't require much energy.
852560	855360	Actually, it requires a little energy, because it requires free time.
856800	864400	In the Middle Ages, people were busy feeling themselves, because it's the first need of humanity.
864400	868160	And once the day was over, and they had worked all day to feed themselves,
868160	873040	they had no spare time to find whatever the proton, or the neutron, or the electron,
874240	878720	or the way to conceive the electric energy.
879040	886640	One of the reasons why we have plenty of researchers today able to, and Mr. Musk and
886640	891360	hire plenty of engineers, is that precisely machines are growing the food for us.
892000	896000	If we're a busy harvesting potatoes, we wouldn't do any research.
896800	898320	Wouldn't have the time to do so.
898320	903840	When you look at countries that are still very sober regarding their energy consumption in Africa,
903840	907920	for example, they do not have many engineers, and they don't have many researchers.
908560	914960	So it's also the result of abundant energy that we can have research and technology.
914960	918880	But to spread, again, technology, we need plenty of energy,
918880	920880	because we need to manufacture plenty of objects.
921520	929280	So there are a lot of very ambitious technological plans in the future,
929280	939040	such as net zero. And there are promises of decoupling or dematerializing GDP from energy
939040	942240	and materials. What are your thoughts on that?
942880	950800	So far, it never happened. Actually, 15 years ago, I began doing something very simple,
952000	956640	which is plotting the world GDP against the world energy consumption.
957600	964560	I've got data going up to 1965, and I was astonished to discover that I got almost a
964560	970640	straight line. So when you plot the world GDP in constant dollars against the world energy
970640	975120	consumption, which is actually the size of the active fleet of machines in the world,
975120	979360	that's what the energy consumption is, you get almost a straight line,
979360	982640	you have a little improvement of the energy efficiency every year.
982640	986640	So actually, it's not exactly a straight line, something which is slightly convex,
987680	993040	but you get almost a straight line. And the reason why is very simple, actually,
993040	999360	to have as long as the GDP counts the same thing, that is square feet of construction,
1002080	1008320	goods moving around, goods being manufactured, number of ships operating in the world, etc.
1008320	1015200	You have physical things. And in the physical world, you have rules that you cannot,
1015200	1019920	sorry for the repetition, overrule. I mean, like for example, to put a mass in motion,
1019920	1027440	you require a minimum energy, which is the mass times the square of the speed times one half.
1028400	1033600	And you cannot say it's one quarter, because it would be, I would save energy if it were one
1033600	1037120	quarter. So I'm going to vote at the Congress that it's one quarter, you can't do that.
1038080	1046640	It's always one half. So you have limits, you can near the limit, but you cannot overcome it.
1047680	1055760	I'm going to take another example. To go from iron ore to iron, you have to remove the oxygen
1055760	1062720	in the iron ore. Actually, iron ore is an iron oxide. The most common molecule in iron ore is
1062720	1071040	two atoms of iron for three atoms of oxygen. To remove the oxygen, you use carbon, coal,
1071040	1079040	actually, metallurgical coal. You need 1.5 atom of carbon to remove the three atoms of oxygen,
1079040	1085600	and it will never be one, and it will never be 0.8. It will always be 1.5. So in the physical
1085600	1091280	world, you have physical limits. And it's the reason why when you look at the energy consumption
1091280	1097440	per physical unit, per kilogram of steel, per kilogram of copper, the improvement actually
1097440	1102960	is very low. It's very slow. It doesn't go fast, and you have an absolute limit that you cannot
1102960	1111920	overcome. So in the future, we might even degrade the energy efficiency of the industry,
1111920	1117680	because the concentration of copper in the copper ore, for example, decreases with time,
1117680	1122720	which means that you need more and more energy to get 1 kilogram of copper. And so at the
1122720	1127600	certain point with time, you will not have an improvement of the energy efficiency of mining
1127600	1132240	copper, but you will have a degradation of the energy efficiency of mining copper.
1133280	1140800	So but again, when you look at the past, you have there is no decoupling at the world level.
1141680	1145840	You have a slight decoupling in some given countries, but that's thanks to trade,
1146480	1153040	because you have the added value in the country, and the industrial process that or the physical
1153040	1159280	flow that provides this added value, which is outside the country. So it's an illusion. When
1159280	1163760	you look at the world as a whole, you have no decoupling in the past, and there is no major
1163760	1168880	reason that you can get a decoupling in the future. Jean-Marc, have you ever watched one of my lectures
1168880	1179200	or any of my videos? I confess that I have not done so recently. Well, then I'm very happy,
1179200	1185040	because you are telling my story, and we've never met and never watched each other's videos,
1185040	1190400	which means the story is robust. I feel like I found a brother from another mother. I mean,
1190400	1197360	I say these same things over independent research for the last 20 years. And I just
1197440	1206320	question why it is that so few people have connected these dots. And I suspect that one
1206320	1212480	reason is that the total, as you said earlier, the total amount of energy available to society
1212480	1220560	is increased every year, and that is hiding all of the future assumptions and plans just
1220560	1228960	implicitly assume that will continue. So they miss the centrality of energy abundant and cheap
1228960	1234560	are contributing to our society. Why do you think you and I and many others have been
1235200	1240480	talking about this for 20 years, and it is still not, well, maybe in France it has, but
1240480	1248000	elsewhere in the world, this is still a narrative of technology and money. And energy materials
1248000	1255840	are out in the distance in the explanatory stories. You're geographically closer to the answer than I
1255840	1262400	am. I believe that it's a consequence of the University of Chicago. That's where I went to
1262400	1272320	graduate school. Yeah, okay. Basically, it goes back to what I said earlier. Many people in the
1272400	1278640	economic world believe that physical constraints are embedded into prices. And one of the things
1278640	1284400	that they believe is that there is an elasticity between prices and volumes. So that if you near
1284400	1290320	a limit, you will see it into prices. And if you don't see anything into prices is that you are far
1290320	1296160	from the limits. I will explain in a couple of seconds why it is false for commodities that are
1296160	1302640	essential to our modern economy. For oil or steel, for example, it is false. I can explain that
1302640	1310720	very easily. There is no elasticity. And that's one of the reasons why. Of course, and it goes back
1310720	1315600	to framing. Actually, it's not the fault of the University of Chicago because before that it was
1315600	1322880	the fault of French and English thinkers, earlier thinkers, early thinkers, sorry, of the classical
1322880	1329680	economy. Two centuries ago, basically, the classical economist said, in the world, we are
1329680	1336880	going to count what is the limiting factor of production, which is the economic science. Basically,
1336880	1342880	it is addressing the limiting factors of production. And at the time, two centuries ago,
1343600	1350080	basically, the economy was still a lot centered on agriculture. There was a little industry,
1350080	1357120	but basically. And what they said is that there is plenty of land, plenty of resources. We don't
1357120	1363920	lack iron ore. We don't lack coal. The only thing that we can lack is human labor and human capital.
1364640	1370720	So the only thing that we are going to count is human labor, which is a way, a kind of energy,
1371280	1379520	but it's a slight part of the energy that we can get. And human capital, which is also a limiting
1379520	1387120	factor, but there are plenty other limiting factors among natural capital. If you are a fisherman,
1388160	1393600	you need a natural capital, which is fish. You don't only need human capital, which is a boat,
1394800	1400400	and you don't need only sailors. You also need, particularly if you're a modern fisherman,
1401440	1407920	a little oil or a little diesel oil to put into the engine. So basically, and what they have done
1407920	1413760	is that they have invented that technological progress, which is, for example, the solo residue
1413760	1422560	in Solo's vision, which is the total productivity of factor. If you look at Copto Glass, etc.
1422560	1429200	So they invented that term, which cannot be predicted, which can only explain,
1429200	1435680	exhaust what happened, which is fantastic, which was called technological progress. And which,
1435680	1441040	actually, when you look carefully at things, is energy machines and natural resources. That's
1441040	1447920	what actually it is. But as it is not explicit, people stick to prices, and they believe that
1447920	1453840	with prices, you can explain all what happens to the productive system. Now, why is it false that
1453840	1459440	we have no elasticity between prices and volumes regarding oil or steel, for example? It's because
1459440	1465200	these commodities are essential to modern economy. If you produce less oil in the world, if you have
1465200	1471600	less oil, you will have less cars, less trucks, less planes, and less boats that can operate.
1471600	1478480	Therefore, your economy will shrink a little. And if the economy shrinks a little, people earn less,
1478480	1484080	because basically, the revenues are equal to the production. That's basic macroeconomic
1484080	1489920	formula. So if people earn less and have less money, and you have less oil to offer them,
1489920	1495760	you don't know whether the new equilibrium price of oil will be higher or lower than the former
1495760	1500560	price. And actually, when you look at past prices, there is no clear relationship.
1501760	1506480	With less oil, you can have prices that are lower, prices that are higher, you can get everything.
1507120	1512160	Same thing for steel. The modern world fully relies on steel. If you have less steel,
1512160	1517200	it's an essential commodity for the economy. So if you produce less steel, you will destroy
1517200	1524000	a little part of the economy. Therefore, producing less, people earn less, and then again, the new
1524000	1529600	equilibrium price of steel has no reason to be higher or lower than the previous one. So there
1529600	1535600	is no elasticity between prices and volumes for communities that are essential to the functioning
1535600	1540560	of the economy. If you take a commodity which is non-essential, like handbags, for example,
1541280	1545920	if you produce less handbags, of course, it will not destroy the economy. You have this,
1545920	1550480	people have the same purchasing power, only you have less handbags. And so the price of the handbag
1550480	1559760	goes up. So that's okay. But this relationship, it doesn't apply to commodities that are essential
1559760	1569760	to framing the modern economy. Which is why, for example, you won't see oil depletion coming through
1569760	1576880	oil prices going forever up. You will see them with GDP going forever down.
1577920	1585600	That's the way you will see it. But nominal prices. And today, as economists have never looked at the
1585600	1592640	relationship between energy and GDP, when the GDP goes down, it's the fault of bankers, people that
1592640	1598640	don't want to work, lazy, whatever, but they never see energy in the picture.
1600560	1608000	So there's a biophysically economist who used to be on our advisory board called Reiner Kumo,
1608640	1618880	who explained the solo residual is almost all energy. And I think if we did it on a global
1618880	1625040	basis, it would be like over 90% of it. I think his numbers were 60 some percent. But yeah,
1627520	1634560	excellent. So what are your thoughts? You mentioned money and GDP. What are your opinions on finance
1635200	1641920	and quantitative easing as adding false or temporary wealth to the economy in the last couple
1641920	1648160	decades? And how does that affect some people's claims that we're decoupling energy from GDP?
1650080	1654640	I am not an expert on quantitative easing, but one of the conclusions that I've come to
1654640	1661920	is that it led to an inflation of assets. Actually, there is an old theory that says that when you
1661920	1668880	create money in excess, compared to the physical possibilities of the economy to produce something,
1669520	1676880	it leads to inflation. Actually, what happened during the last 20 years is that creating money
1677520	1686960	didn't lead to inflation in common goods, but it led to inflation in assets, real estate, stocks, etc.
1687920	1693280	So that's what happened basically. And that inflation of assets is not fully corrected
1694240	1701280	in deflating all that you count in the GDP. For example, if you have a square meter, sorry,
1701280	1709360	a square foot in a building, which costs twice the price, you will need a mortgage,
1709360	1717200	which is twice the amount. And you will count the production in banks as twice the previous
1717200	1722560	production. You will not deflate that production on the basis that it's always a square foot
1723520	1728640	it is physically still the same goods, only costs twice the price. And so you have no reason
1729360	1738080	to count twice the bank added value. And you have that same thing for the stock market.
1739040	1745760	If stocks go up, you will not deflate that saying, okay, it's always a stock, it's always the same
1745760	1752240	company. There is no reason to count it for twice or 10 times the price. And I have never
1752240	1757760	had the opportunity to make precise calculations to see what would have,
1758880	1765520	how the GDP would have evolved if we had discounted, so to say, the inflation of assets
1765520	1770480	from the GDP. But my belief is that it would have removed something, a little something.
1770480	1775360	And the other thing that we should have removed from the GDP basically is the debt,
1775360	1781920	because if you increase the GDP that you count today, through increasing the debt that you
1781920	1792480	have to reimburse tomorrow, normally, you should have an accounting closer to a certain liability
1792480	1799600	accounting than to a P&L accounting, which is what we do. So you should count something for
1799600	1806720	the creation of debt that you should deduct from today's GDP. And that correction also has never
1806720	1811760	been made. And the level of debt has never been as high, well, actually for the last century,
1811760	1818720	I mean, it's never been as high as today. Except for the Second World War.
1818720	1825520	It's even higher than that now as a percentage. But all that debt, Jean-Marc, when it's called in,
1825520	1831680	when it's created to be paid down, is a claim on energy. So all the debts that exist in the
1831680	1836400	world when they're eventually paid down, and we don't have that amount of energy. So I think
1836880	1842720	this one piece alone is being completely missed by the financial markets, in my opinion.
1843360	1847120	Well, my belief is that it will end through inflation or default,
1848160	1854640	or a mixture of the two. I, of course, have a preference for inflation because it's softer.
1856240	1862640	But obviously, we are building a kind of policy pyramid, and we all know how it ends.
1863520	1869760	But I agree. If you need extra GDP in the future to reimburse the debt, it means that you need
1869760	1877280	extra energy. And you don't see how it fits if we have less and less energy in the future.
1878400	1884000	So temporarily, we can print more money, which is a facsimile for more energy,
1884000	1887040	but it just extracts the existing energy we have faster.
1887840	1895120	I am not sure that it had a major effect on extraction of energy. It did have,
1895120	1907760	in the US, a significant effect on the sharehold industry, because during between 2010 and 2018,
1908480	1916000	during the share boom, as you probably know, share operators didn't earn a single back.
1917040	1923840	Actually, they were all losing money. And they were also building a kind of policy pyramid.
1924880	1931920	They were burning cash and refinancing themselves with new stock and new debt.
1933680	1940080	Until one year before COVID, the financial sector said, now, now, end of the game,
1941040	1945920	we want our money back. And actually, the only way to get the money back is to stop drilling all
1945920	1953600	the time. Because with drilling all the time, you have huge capex and you just burn cash,
1953600	1959840	I mean, you cannot earn money. And the paradox of sharehold is that you can earn money only if you
1959840	1965520	do not increase production too fast, or if you do not increase it at all. But quantitative easing
1966400	1975520	did favor that movement, the extraction of sharehold. It did have an effect.
1975520	1980960	But after shale oil, there's nothing left except for oil shale, which is basically uncooked
1981680	1987760	rock with oil in it. So this is, that's not going to work.
1987760	1996000	Sorry, at the SHIP project, which is an NGO that I chair in France, we have done a thorough analysis
1997040	2002320	with the data coming from Reichstadt Energy. We had access to the full database of all the
2002320	2008880	oil fields in the world for a very minimum price. And we published, I think there was an English
2008880	2018880	version, our research on the projections that we make only under geological constraints,
2018880	2024400	we do not mention above ground constraints, political pressure, climate, whatever.
2025040	2032720	On the perspective of the 16 top suppliers of Europe, that includes US,
2033440	2038720	which happened to be the 16 top producers in the world except Canada, which is a significant one,
2038720	2045040	and Brazil. And the result of our work is that the production, the combined production of these
2045040	2053200	16 countries should be divided by two between now and 2015, including sharehold and including
2053200	2065360	Tassen. So 27 years from now, cut in half. By 2050, the combined production of these 16
2065360	2075600	top suppliers of Europe, which includes all the Middle East, Russia, all the US, Mexico,
2077760	2082480	all the 16 top producers in the world, but Canada and Brazil, the production should be
2082480	2090640	divided by two, including sharehold. That's almost best case, unless there's some new technology,
2091280	2097840	because it doesn't account for geopolitics or climate inability to get water to process the
2098400	2105200	mining or any any other complexity problems or things like that. I would say it's a no crisis
2105200	2111200	scenario. Yeah, I think that's plausible. I would expect my numbers might be a little bit higher,
2111200	2119280	but in that ballpark. So on that note, Jean-Marc, my personal stance, and I expect you would agree
2119280	2126560	that on a grand scale, climate change is the most existential issue that humanity faces this century.
2127840	2133520	However, you and I both believe that fossils are going to become economically unavailable
2133520	2139280	sooner than our cultures are planning for. That eliminates a lot of the more extreme
2139280	2144000	climate scenarios that some reports predict. What are your thoughts on that?
2144720	2152960	What it excludes in my view is the most extreme temperature increase coming from greenhouse gases,
2154400	2162880	but it doesn't exclude consequences much more unpleasant than what we today believe,
2163680	2170240	coming from the scenarios that remain plausible with the amount of fossil fuels that we can access
2171120	2178880	if I develop a little bit. I do believe that the higher end of the bracket regarding scenarios,
2178880	2186160	which is emissions, growing and growing during the 21st century is plausible, because my belief is
2186160	2193360	that we will experience some kind of slow collapse before the end of the century, preventing the
2193360	2200960	economy from growing and so preventing emissions from growing. So the scenario which is a healthy
2200960	2210400	economy and healthier and healthier economy becoming bigger and bigger until 2100 and
2210400	2215360	powered by fossil fuels is something that I don't believe possible. I don't deem it is physically
2215360	2228320	possible. What is possible is that we get a peak fossil sometime around 2050, 2060 or so,
2229760	2238640	but that would be enough to trigger a three degrees plus scenario. What I want to elaborate
2238640	2244720	is that the consequences of a three degrees plus scenario might be much, much more ample
2245360	2252720	than what we believe today, because there are plenty of processes with threshold effects
2252720	2259280	in the world, and basically we discovered them when it's too late. I will give a couple of
2259280	2265520	examples. 10 years ago, I had never heard of the possible collapse of the western Antarctic ice
2265520	2274720	sheet, which is today considered possible, starting from 1.5 degrees of global warming.
2276000	2281760	10 years ago, I had not heard of the possible complete melting of the Greenland ice sheet
2281760	2287040	in a couple of centuries, of course, which is something which is today considered possible,
2287040	2296240	not certain, but possible. 10 years ago, I had not heard of the possibility of the whole Amazon
