start	end	text
0	2000	You
30640	36480	Thank you everyone. I'm sorry a little trouble getting my my video to stop there. I'm not yet
36480	42160	the master of the zoom medium. Though you'd think after a year and a half of COVID we would all be
42160	50080	great experts. It's a it's a huge pleasure today to welcome you all to this live lecture with Dr. Ian
50080	54320	McGillchrist. I'm Stephen Blackwood. I'm the president of Ralston College, a new institution of
54320	60960	higher education. I'm streaming live from the beautiful city of Savannah in the state of Georgia
60960	66080	in the United States. I welcome you all here. I know we have a wide range of time zones. So it's
66080	72640	good morning, good afternoon or good evening depending on where you are. I know that Dr. Ian
72640	77840	McGillchrist needs little introduction. We're honored to have him as a visitor of the college.
77920	84480	He is a psychiatrist, a literary scholar, a philosopher in the true sense of the term a
84480	90400	polymath, a man who has learned about many different disciplines and fields of knowledge
91920	97920	in very deep and interconnected ways. And in fact, that interconnection is one of the persistent
97920	104800	themes of his work that I think is sure to come out today. Dr. McGillchrist has written a new book
104800	113440	which is about to be published. It's a landmark work or going to be. It's a very substantial
114000	121200	two volume book called The Matter with Things. And the lecture today is going to be a,
122240	129120	as it were, an introduction to at least some of the themes that are sketched or not sketched,
129120	135680	but argued at length in that book. His title today is called The Coincidence of Opposites.
135680	138960	And those of you who've had the chance perhaps to study philosophy will know that this is an
138960	146000	ancient theme going back to the earliest moments of recorded human thinking. And I know that we're
146000	152080	all looking forward to see just how Dr. McGillchrist introduces this to us. I wanted to note that he
152080	157600	has shared with us a couple of pages of preliminary reading. I know that was shared with all of you
157600	164560	in advance, but it's on our website at www.rollston.ac on the webpage for this event. If you haven't
164560	170160	had a chance to read that, you can do so afterwards. All right. The format today will be that Dr.
170160	175200	McGillchrist, to whom I'll turn things over momentarily, is going to give us a lecture
175200	180640	of somewhere around an hour or thereabouts. And then we're going to open things up for a
180640	186480	conversation and audience questions. So please feel free to shoot as many questions as you like
186480	191440	through the chat. Dr. McGillchrist and I will do our best to get through as many of them as we can,
191440	198160	and to make this as conversational and richly participatory as we can.
198160	203360	Anyway, with that said, Dr. McGillchrist, oh, I need to say one more thing, and that is that
204240	211680	you'll see that Dr. McGillchrist's screen is a little low resolution. Well, I received an email
211680	217360	from him just a couple of hours ago saying that on the Isle of Skye off the northwest coast of
217360	222960	Scotland, where he lives on the Talisker Bay, some of you may know the whiskey Talisker,
222960	228640	if you don't, I encourage you to sample it, that there is a torrential rainstorm currently
228640	235120	underway, a violent bit of weather. And because his internet capabilities are mediated by a
235120	239600	satellite, it is affected by the weather. We're independently recording this lecture
241120	247520	in Ian's office there in both video and audio, so we anticipate having a high level of
248720	254400	production in what we can subsequently share as a podcast and on YouTube. But I must,
255520	260800	Dr. McGillchrist and I both ask for your patience with respect to the what could be some interruptions
260800	267440	today. Stick with us. I know it will be worthwhile. And perhaps there's something good
267440	274640	in being reminded about the insurmountable realities of nature that even our confident
274640	281760	technology cannot ultimately, reliably always tame. Anyway, with that introduction, Ian,
281760	284800	what a great pleasure to see you. Thank you so much for joining us today.
285520	290160	Oh, thank you so much, Stephen. And it's been a great honor to be
291440	297200	accepted as a visitor of Rawson College. And I wish Rawson College and yourself
297200	304080	every conceivable success as it flourishes and goes forward. So thank you for inviting me along
304160	314240	here tonight. As you hear, I have a rather oppositional relationship with technology,
314240	322080	and usually it finds ways of frustrating me. And tonight it's doing so mediated by a good old storm.
322640	332080	So I'll do my best. Now as Stephen was mentioning, I've been spending the last
332080	337840	10, 12 years writing a book called The Matter with Things, which is a pun, as you can possibly
337840	346800	imagine, on several levels. And one of the things that we, in my view, get wrong is that we fail to
346800	354560	understand anymore that things and their opposites are not as irreconcilable and as far apart from
354560	360400	one another as they might seem. That may be a product of a number of things, the history of
360400	366720	philosophy, but it's imaged in our love of straight lines. So the two ends of a straight line, you
366720	372800	think as far as you project them in one direction, they get further and further away from the end
372800	379360	of the line in the opposite, as we call it, direction. Since my teens, I've not thought that
379360	385920	this was actually the case, and that opposites tended eventually to coincide. Anyway, I'll have
385920	394800	some reflections to say about this from a number of viewpoints, and a few reflections on the current
395520	405680	state of things in our society, where I believe if we could grasp the idea that opposites do not have
406400	416960	this linearly irreconcilable relationship, we might produce a happier world and a better
416960	423200	society. What we call opposites are often facets of one and the same thing. So I'm going to talk
423200	429200	about this from a number of angles, and I wanted to start with three quotations, which are actually
429200	437760	also on the little piece that I shared with you earlier, which relates a most extraordinary
438880	447040	Iroquois legend, the legend of the Onondaga people, and I do urge you to read it. It was brought to
447040	453120	my attention by an anthropologist who commented on the extraordinary number of parallels between
453120	460720	it and the thesis of the master and his emissary, and I will refer to it very briefly. But first of
460720	468960	all, I want to mention three sayings. The first is from a philosopher, the second from a physicist,
468960	474160	and the third from a poet, and I find myself in my writing often drawing these three strands
474160	482320	together incidentally. From C. S. Perse, the American pragmatist philosopher,
